ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,31628,SYSTEM1.TXT,0.15682,0.29442,0.20464,3

ROUGE-SU4+StopWordRemoval,31628,SYSTEM1.TXT,0.13494,0.22596,0.16897,3

ROUGE-1+StopWordRemoval,31623,SYSTEM1.TXT,0.30600,0.35122,0.32706,4

ROUGE-2+StopWordRemoval,31623,SYSTEM1.TXT,0.10302,0.12237,0.11187,4

ROUGE-L+StopWordRemoval,31623,SYSTEM1.TXT,0.20582,0.20946,0.20762,4

ROUGE-SU4+StopWordRemoval,31623,SYSTEM1.TXT,0.17534,0.17261,0.17397,4

ROUGE-1+StopWordRemoval,30897,SYSTEM1.TXT,0.27096,0.35596,0.30770,3

ROUGE-2+StopWordRemoval,30897,SYSTEM1.TXT,0.05001,0.06017,0.05462,3

ROUGE-L+StopWordRemoval,30897,SYSTEM1.TXT,0.22959,0.25657,0.24233,3

ROUGE-SU4+StopWordRemoval,30897,SYSTEM1.TXT,0.12395,0.13486,0.12918,3

ROUGE-1+StopWordRemoval,30778,SYSTEM1.TXT,0.21960,0.56978,0.31702,3

ROUGE-2+StopWordRemoval,30778,SYSTEM1.TXT,0.10752,0.25867,0.15190,3

ROUGE-L+StopWordRemoval,30778,SYSTEM1.TXT,0.19208,0.41860,0.26333,3

ROUGE-SU4+StopWordRemoval,30778,SYSTEM1.TXT,0.13763,0.31718,0.19196,3

ROUGE-1+StopWordRemoval,30899,SYSTEM1.TXT,0.22960,0.45426,0.30503,3

ROUGE-2+StopWordRemoval,30899,SYSTEM1.TXT,0.08285,0.14561,0.10561,3

ROUGE-L+StopWordRemoval,30899,SYSTEM1.TXT,0.15814,0.34127,0.21613,3

ROUGE-SU4+StopWordRemoval,30899,SYSTEM1.TXT,0.12609,0.20594,0.15641,3

ROUGE-1+StopWordRemoval,32954,SYSTEM1.TXT,0.25697,0.32519,0.28708,4

ROUGE-2+StopWordRemoval,32954,SYSTEM1.TXT,0.04597,0.07054,0.05566,4

ROUGE-L+StopWordRemoval,32954,SYSTEM1.TXT,0.20892,0.22909,0.21854,4

ROUGE-SU4+StopWordRemoval,32954,SYSTEM1.TXT,0.11966,0.13819,0.12826,4

ROUGE-1+StopWordRemoval,31987,SYSTEM1.TXT,0.27884,0.42751,0.33753,3

ROUGE-2+StopWordRemoval,31987,SYSTEM1.TXT,0.08612,0.13296,0.10453,3

ROUGE-L+StopWordRemoval,31987,SYSTEM1.TXT,0.21887,0.30224,0.25388,3

ROUGE-SU4+StopWordRemoval,31987,SYSTEM1.TXT,0.14712,0.20523,0.17139,3

ROUGE-1+StopWordRemoval,31866,SYSTEM1.TXT,0.24998,0.37614,0.30035,4

ROUGE-2+StopWordRemoval,31866,SYSTEM1.TXT,0.11625,0.12870,0.12216,4

ROUGE-L+StopWordRemoval,31866,SYSTEM1.TXT,0.26085,0.21716,0.23701,4

ROUGE-SU4+StopWordRemoval,31866,SYSTEM1.TXT,0.17227,0.18002,0.17606,4

ROUGE-1+StopWordRemoval,30777,SYSTEM1.TXT,0.17719,0.44535,0.25351,3

ROUGE-2+StopWordRemoval,30777,SYSTEM1.TXT,0.06968,0.17659,0.09993,3

ROUGE-L+StopWordRemoval,30777,SYSTEM1.TXT,0.16698,0.29747,0.21389,3

ROUGE-SU4+StopWordRemoval,30777,SYSTEM1.TXT,0.09310,0.25228,0.13601,3

ROUGE-1+StopWordRemoval,31608,SYSTEM1.TXT,0.25692,0.46796,0.33172,4

ROUGE-2+StopWordRemoval,31608,SYSTEM1.TXT,0.11492,0.20187,0.14646,4

ROUGE-L+StopWordRemoval,31608,SYSTEM1.TXT,0.17338,0.29969,0.21967,4

ROUGE-SU4+StopWordRemoval,31608,SYSTEM1.TXT,0.16101,0.25766,0.19818,4

ROUGE-1+StopWordRemoval,32939,SYSTEM1.TXT,0.31390,0.37475,0.34164,3

ROUGE-2+StopWordRemoval,32939,SYSTEM1.TXT,0.22098,0.14031,0.17164,3

ROUGE-L+StopWordRemoval,32939,SYSTEM1.TXT,0.22919,0.21012,0.21924,3

ROUGE-SU4+StopWordRemoval,32939,SYSTEM1.TXT,0.22757,0.17786,0.19967,3

ROUGE-1+StopWordRemoval,31050,SYSTEM1.TXT,0.22692,0.44059,0.29956,3

ROUGE-2+StopWordRemoval,31050,SYSTEM1.TXT,0.06182,0.09382,0.07453,3

ROUGE-L+StopWordRemoval,31050,SYSTEM1.TXT,0.19380,0.32300,0.24225,3

ROUGE-SU4+StopWordRemoval,31050,SYSTEM1.TXT,0.11877,0.16857,0.13936,3

ROUGE-1+StopWordRemoval,32140,SYSTEM1.TXT,0.28718,0.43123,0.34476,3

ROUGE-2+StopWordRemoval,32140,SYSTEM1.TXT,0.08600,0.13388,0.10473,3

ROUGE-L+StopWordRemoval,32140,SYSTEM1.TXT,0.24931,0.31144,0.27693,3

ROUGE-SU4+StopWordRemoval,32140,SYSTEM1.TXT,0.15299,0.19559,0.17169,3

ROUGE-1+StopWordRemoval,31292,SYSTEM1.TXT,0.31679,0.45815,0.37458,3

ROUGE-2+StopWordRemoval,31292,SYSTEM1.TXT,0.11857,0.15531,0.13447,3

ROUGE-L+StopWordRemoval,31292,SYSTEM1.TXT,0.26343,0.32450,0.29080,3

ROUGE-SU4+StopWordRemoval,31292,SYSTEM1.TXT,0.18128,0.21251,0.19566,3

ROUGE-1+StopWordRemoval,32141,SYSTEM1.TXT,0.37912,0.38426,0.38167,4

ROUGE-2+StopWordRemoval,32141,SYSTEM1.TXT,0.21003,0.13367,0.16337,4

ROUGE-L+StopWordRemoval,32141,SYSTEM1.TXT,0.31934,0.23291,0.26936,4

ROUGE-SU4+StopWordRemoval,32141,SYSTEM1.TXT,0.27034,0.18608,0.22043,4

ROUGE-1+StopWordRemoval,32020,SYSTEM1.TXT,0.23513,0.47193,0.31387,3

ROUGE-2+StopWordRemoval,32020,SYSTEM1.TXT,0.10338,0.17953,0.13121,3

ROUGE-L+StopWordRemoval,32020,SYSTEM1.TXT,0.28376,0.33139,0.30573,3

ROUGE-SU4+StopWordRemoval,32020,SYSTEM1.TXT,0.14688,0.23959,0.18212,3

ROUGE-1+StopWordRemoval,32380,SYSTEM1.TXT,0.18051,0.48992,0.26382,3

ROUGE-2+StopWordRemoval,32380,SYSTEM1.TXT,0.04154,0.20526,0.06910,3

ROUGE-L+StopWordRemoval,32380,SYSTEM1.TXT,0.15920,0.37148,0.22288,3

ROUGE-SU4+StopWordRemoval,32380,SYSTEM1.TXT,0.08207,0.27524,0.12644,3

ROUGE-1+StopWordRemoval,31290,SYSTEM1.TXT,0.40819,0.45810,0.43171,3

ROUGE-2+StopWordRemoval,31290,SYSTEM1.TXT,0.19822,0.21279,0.20525,3

ROUGE-L+StopWordRemoval,31290,SYSTEM1.TXT,0.34353,0.37589,0.35898,3

ROUGE-SU4+StopWordRemoval,31290,SYSTEM1.TXT,0.25707,0.24150,0.24904,3

ROUGE-1+StopWordRemoval,31058,SYSTEM1.TXT,0.15674,0.42750,0.22938,4

ROUGE-2+StopWordRemoval,31058,SYSTEM1.TXT,0.01908,0.12643,0.03316,4

ROUGE-L+StopWordRemoval,31058,SYSTEM1.TXT,0.16810,0.34624,0.22633,4

ROUGE-SU4+StopWordRemoval,31058,SYSTEM1.TXT,0.06186,0.20273,0.09479,4

ROUGE-1+StopWordRemoval,31850,SYSTEM1.TXT,0.26221,0.33901,0.29570,4

ROUGE-2+StopWordRemoval,31850,SYSTEM1.TXT,0.08013,0.10022,0.08905,4

ROUGE-L+StopWordRemoval,31850,SYSTEM1.TXT,0.21656,0.22753,0.22191,4

ROUGE-SU4+StopWordRemoval,31850,SYSTEM1.TXT,0.14724,0.15822,0.15254,4

ROUGE-1+StopWordRemoval,32148,SYSTEM1.TXT,0.11461,0.39899,0.17807,3

ROUGE-2+StopWordRemoval,32148,SYSTEM1.TXT,0.03003,0.09345,0.04545,3

ROUGE-L+StopWordRemoval,32148,SYSTEM1.TXT,0.07433,0.33968,0.12197,3

ROUGE-SU4+StopWordRemoval,32148,SYSTEM1.TXT,0.06222,0.17776,0.09218,3

ROUGE-1+StopWordRemoval,32149,SYSTEM1.TXT,0.20295,0.50407,0.28939,4

ROUGE-2+StopWordRemoval,32149,SYSTEM1.TXT,0.09503,0.18487,0.12553,4

ROUGE-L+StopWordRemoval,32149,SYSTEM1.TXT,0.14189,0.34146,0.20047,4

ROUGE-SU4+StopWordRemoval,32149,SYSTEM1.TXT,0.13413,0.26088,0.17716,4

ROUGE-1+StopWordRemoval,31970,SYSTEM1.TXT,0.21366,0.44595,0.28891,3

ROUGE-2+StopWordRemoval,31970,SYSTEM1.TXT,0.07921,0.13835,0.10074,3

ROUGE-L+StopWordRemoval,31970,SYSTEM1.TXT,0.17481,0.27883,0.21489,3

ROUGE-SU4+StopWordRemoval,31970,SYSTEM1.TXT,0.12010,0.18924,0.14695,3

ROUGE-1+StopWordRemoval,32025,SYSTEM1.TXT,0.38153,0.38379,0.38266,4

ROUGE-2+StopWordRemoval,32025,SYSTEM1.TXT,0.13415,0.11806,0.12559,4

ROUGE-L+StopWordRemoval,32025,SYSTEM1.TXT,0.28405,0.29705,0.29040,4

ROUGE-SU4+StopWordRemoval,32025,SYSTEM1.TXT,0.20639,0.16591,0.18395,4

ROUGE-1+StopWordRemoval,31610,SYSTEM1.TXT,0.13165,0.45833,0.20454,3

ROUGE-2+StopWordRemoval,31610,SYSTEM1.TXT,0.02290,0.07669,0.03527,3

ROUGE-L+StopWordRemoval,31610,SYSTEM1.TXT,0.11355,0.31558,0.16701,3

ROUGE-SU4+StopWordRemoval,31610,SYSTEM1.TXT,0.05280,0.17403,0.08102,3

ROUGE-1+StopWordRemoval,32389,SYSTEM1.TXT,0.25242,0.42838,0.31766,3

ROUGE-2+StopWordRemoval,32389,SYSTEM1.TXT,0.07086,0.14361,0.09490,3

ROUGE-L+StopWordRemoval,32389,SYSTEM1.TXT,0.22805,0.32824,0.26912,3

ROUGE-SU4+StopWordRemoval,32389,SYSTEM1.TXT,0.12900,0.19983,0.15679,3

ROUGE-1+StopWordRemoval,31851,SYSTEM1.TXT,0.23704,0.36551,0.28758,4

ROUGE-2+StopWordRemoval,31851,SYSTEM1.TXT,0.04733,0.10790,0.06580,4

ROUGE-L+StopWordRemoval,31851,SYSTEM1.TXT,0.23396,0.24091,0.23739,4

ROUGE-SU4+StopWordRemoval,31851,SYSTEM1.TXT,0.11175,0.16671,0.13381,4

ROUGE-1+StopWordRemoval,31059,SYSTEM1.TXT,0.34079,0.34313,0.34196,4

ROUGE-2+StopWordRemoval,31059,SYSTEM1.TXT,0.11444,0.08101,0.09487,4

ROUGE-L+StopWordRemoval,31059,SYSTEM1.TXT,0.28431,0.25183,0.26709,4

ROUGE-SU4+StopWordRemoval,31059,SYSTEM1.TXT,0.19167,0.13971,0.16162,4

ROUGE-1+StopWordRemoval,32144,SYSTEM1.TXT,0.19244,0.64003,0.29591,3

ROUGE-2+StopWordRemoval,32144,SYSTEM1.TXT,0.08697,0.30069,0.13491,3

ROUGE-L+StopWordRemoval,32144,SYSTEM1.TXT,0.15966,0.43939,0.23422,3

ROUGE-SU4+StopWordRemoval,32144,SYSTEM1.TXT,0.10940,0.39260,0.17112,3

ROUGE-1+StopWordRemoval,31053,SYSTEM1.TXT,0.19091,0.58690,0.28810,3

ROUGE-2+StopWordRemoval,31053,SYSTEM1.TXT,0.12087,0.29299,0.17114,3

ROUGE-L+StopWordRemoval,31053,SYSTEM1.TXT,0.16147,0.38394,0.22733,3

ROUGE-SU4+StopWordRemoval,31053,SYSTEM1.TXT,0.14986,0.37047,0.21340,3

ROUGE-1+StopWordRemoval,32384,SYSTEM1.TXT,0.12350,0.57012,0.20302,3

ROUGE-2+StopWordRemoval,32384,SYSTEM1.TXT,0.04445,0.19544,0.07242,3

ROUGE-L+StopWordRemoval,32384,SYSTEM1.TXT,0.11337,0.38509,0.17517,3

ROUGE-SU4+StopWordRemoval,32384,SYSTEM1.TXT,0.06220,0.28035,0.10181,3

ROUGE-1+StopWordRemoval,32021,SYSTEM1.TXT,0.46259,0.38858,0.42237,4

ROUGE-2+StopWordRemoval,32021,SYSTEM1.TXT,0.20463,0.12537,0.15548,4

ROUGE-L+StopWordRemoval,32021,SYSTEM1.TXT,0.31335,0.23638,0.26947,4

ROUGE-SU4+StopWordRemoval,32021,SYSTEM1.TXT,0.27485,0.17114,0.21093,4

ROUGE-1+StopWordRemoval,32143,SYSTEM1.TXT,0.18983,0.40698,0.25890,3

ROUGE-2+StopWordRemoval,32143,SYSTEM1.TXT,0.06905,0.11579,0.08651,3

ROUGE-L+StopWordRemoval,32143,SYSTEM1.TXT,0.14947,0.32846,0.20545,3

ROUGE-SU4+StopWordRemoval,32143,SYSTEM1.TXT,0.10369,0.17459,0.13011,3

ROUGE-1+StopWordRemoval,31979,SYSTEM1.TXT,0.35549,0.34280,0.34903,3

ROUGE-2+StopWordRemoval,31979,SYSTEM1.TXT,0.11312,0.09414,0.10276,3

ROUGE-L+StopWordRemoval,31979,SYSTEM1.TXT,0.23595,0.24895,0.24227,3

ROUGE-SU4+StopWordRemoval,31979,SYSTEM1.TXT,0.17664,0.15888,0.16729,3

ROUGE-1+StopWordRemoval,31857,SYSTEM1.TXT,0.35537,0.33544,0.34512,4

ROUGE-2+StopWordRemoval,31857,SYSTEM1.TXT,0.12415,0.08640,0.10189,4

ROUGE-L+StopWordRemoval,31857,SYSTEM1.TXT,0.26471,0.27237,0.26849,4

ROUGE-SU4+StopWordRemoval,31857,SYSTEM1.TXT,0.20289,0.13213,0.16004,4

ROUGE-1+StopWordRemoval,31618,SYSTEM1.TXT,0.38308,0.51641,0.43987,3

ROUGE-2+StopWordRemoval,31618,SYSTEM1.TXT,0.11725,0.26839,0.16320,3

ROUGE-L+StopWordRemoval,31618,SYSTEM1.TXT,0.40318,0.41605,0.40951,3

ROUGE-SU4+StopWordRemoval,31618,SYSTEM1.TXT,0.23099,0.29418,0.25878,3

ROUGE-1+StopWordRemoval,32825,SYSTEM1.TXT,0.25799,0.47387,0.33409,3

ROUGE-2+StopWordRemoval,32825,SYSTEM1.TXT,0.08145,0.12875,0.09978,3

ROUGE-L+StopWordRemoval,32825,SYSTEM1.TXT,0.17301,0.31579,0.22355,3

ROUGE-SU4+StopWordRemoval,32825,SYSTEM1.TXT,0.15540,0.19953,0.17472,3

ROUGE-1+StopWordRemoval,31617,SYSTEM1.TXT,0.20163,0.37101,0.26127,4

ROUGE-2+StopWordRemoval,31617,SYSTEM1.TXT,0.05007,0.10574,0.06796,4

ROUGE-L+StopWordRemoval,31617,SYSTEM1.TXT,0.15358,0.27907,0.19812,4

ROUGE-SU4+StopWordRemoval,31617,SYSTEM1.TXT,0.08729,0.16860,0.11503,4

ROUGE-1+StopWordRemoval,30886,SYSTEM1.TXT,0.15395,0.42944,0.22665,4

ROUGE-2+StopWordRemoval,30886,SYSTEM1.TXT,0.04807,0.11869,0.06843,4

ROUGE-L+StopWordRemoval,30886,SYSTEM1.TXT,0.11076,0.26316,0.15590,4

ROUGE-SU4+StopWordRemoval,30886,SYSTEM1.TXT,0.08277,0.22951,0.12167,4

ROUGE-1+StopWordRemoval,31854,SYSTEM1.TXT,0.34000,0.49487,0.40307,3

ROUGE-2+StopWordRemoval,31854,SYSTEM1.TXT,0.10983,0.15403,0.12823,3

ROUGE-L+StopWordRemoval,31854,SYSTEM1.TXT,0.27599,0.31556,0.29445,3

ROUGE-SU4+StopWordRemoval,31854,SYSTEM1.TXT,0.18007,0.22772,0.20111,3

ROUGE-1+StopWordRemoval,30888,SYSTEM1.TXT,0.15117,0.46086,0.22766,3

ROUGE-2+StopWordRemoval,30888,SYSTEM1.TXT,0.04303,0.12158,0.06357,3

ROUGE-L+StopWordRemoval,30888,SYSTEM1.TXT,0.11501,0.33333,0.17102,3

ROUGE-SU4+StopWordRemoval,30888,SYSTEM1.TXT,0.06964,0.19438,0.10254,3

ROUGE-1+StopWordRemoval,31855,SYSTEM1.TXT,0.39397,0.44339,0.41722,3

ROUGE-2+StopWordRemoval,31855,SYSTEM1.TXT,0.17583,0.17381,0.17481,3

ROUGE-L+StopWordRemoval,31855,SYSTEM1.TXT,0.34159,0.31771,0.32922,3

ROUGE-SU4+StopWordRemoval,31855,SYSTEM1.TXT,0.22969,0.22318,0.22639,3

ROUGE-1+StopWordRemoval,30887,SYSTEM1.TXT,0.19414,0.45743,0.27259,5

ROUGE-2+StopWordRemoval,30887,SYSTEM1.TXT,0.07647,0.14697,0.10059,5

ROUGE-L+StopWordRemoval,30887,SYSTEM1.TXT,0.12241,0.29007,0.17217,5

ROUGE-SU4+StopWordRemoval,30887,SYSTEM1.TXT,0.11504,0.20928,0.14847,5

ROUGE-1+StopWordRemoval,32809,SYSTEM1.TXT,0.22134,0.45592,0.29800,3

ROUGE-2+StopWordRemoval,32809,SYSTEM1.TXT,0.07286,0.18146,0.10397,3

ROUGE-L+StopWordRemoval,32809,SYSTEM1.TXT,0.19678,0.35082,0.25214,3

ROUGE-SU4+StopWordRemoval,32809,SYSTEM1.TXT,0.12748,0.23184,0.16451,3

ROUGE-1+StopWordRemoval,31839,SYSTEM1.TXT,0.13872,0.51499,0.21857,3

ROUGE-2+StopWordRemoval,31839,SYSTEM1.TXT,0.04075,0.17073,0.06579,3

ROUGE-L+StopWordRemoval,31839,SYSTEM1.TXT,0.14445,0.38409,0.20994,3

ROUGE-SU4+StopWordRemoval,31839,SYSTEM1.TXT,0.06625,0.24928,0.10468,3

ROUGE-1+StopWordRemoval,31040,SYSTEM1.TXT,0.18947,0.42966,0.26297,3

ROUGE-2+StopWordRemoval,31040,SYSTEM1.TXT,0.05545,0.12781,0.07735,3

ROUGE-L+StopWordRemoval,31040,SYSTEM1.TXT,0.16011,0.28829,0.20588,3

ROUGE-SU4+StopWordRemoval,31040,SYSTEM1.TXT,0.09155,0.18508,0.12250,3

ROUGE-1+StopWordRemoval,30991,SYSTEM1.TXT,0.34884,0.33375,0.34113,4

ROUGE-2+StopWordRemoval,30991,SYSTEM1.TXT,0.10278,0.08909,0.09545,4

ROUGE-L+StopWordRemoval,30991,SYSTEM1.TXT,0.23555,0.23627,0.23591,4

ROUGE-SU4+StopWordRemoval,30991,SYSTEM1.TXT,0.17773,0.14184,0.15777,4

ROUGE-1+StopWordRemoval,32135,SYSTEM1.TXT,0.26071,0.53042,0.34959,4

ROUGE-2+StopWordRemoval,32135,SYSTEM1.TXT,0.11580,0.22631,0.15321,4

ROUGE-L+StopWordRemoval,32135,SYSTEM1.TXT,0.17276,0.35556,0.23253,4

ROUGE-SU4+StopWordRemoval,32135,SYSTEM1.TXT,0.14604,0.26765,0.18897,4

ROUGE-1+StopWordRemoval,32136,SYSTEM1.TXT,0.16249,0.51710,0.24727,4

ROUGE-2+StopWordRemoval,32136,SYSTEM1.TXT,0.05865,0.18316,0.08885,4

ROUGE-L+StopWordRemoval,32136,SYSTEM1.TXT,0.13311,0.38687,0.19808,4

ROUGE-SU4+StopWordRemoval,32136,SYSTEM1.TXT,0.08515,0.23896,0.12556,4

ROUGE-1+StopWordRemoval,32378,SYSTEM1.TXT,0.29847,0.39859,0.34134,3

ROUGE-2+StopWordRemoval,32378,SYSTEM1.TXT,0.07345,0.10586,0.08673,3

ROUGE-L+StopWordRemoval,32378,SYSTEM1.TXT,0.23349,0.29496,0.26065,3

ROUGE-SU4+StopWordRemoval,32378,SYSTEM1.TXT,0.15298,0.17624,0.16379,3

ROUGE-1+StopWordRemoval,31042,SYSTEM1.TXT,0.19311,0.52844,0.28285,3

ROUGE-2+StopWordRemoval,31042,SYSTEM1.TXT,0.05685,0.14528,0.08172,3

ROUGE-L+StopWordRemoval,31042,SYSTEM1.TXT,0.18540,0.38450,0.25018,3

ROUGE-SU4+StopWordRemoval,31042,SYSTEM1.TXT,0.10348,0.23770,0.14419,3

ROUGE-1+StopWordRemoval,32376,SYSTEM1.TXT,0.31872,0.45724,0.37562,4

ROUGE-2+StopWordRemoval,32376,SYSTEM1.TXT,0.16538,0.19575,0.17929,4

ROUGE-L+StopWordRemoval,32376,SYSTEM1.TXT,0.19439,0.27111,0.22643,4

ROUGE-SU4+StopWordRemoval,32376,SYSTEM1.TXT,0.19932,0.23228,0.21454,4

ROUGE-1+StopWordRemoval,32134,SYSTEM1.TXT,0.19479,0.32323,0.24308,3

ROUGE-2+StopWordRemoval,32134,SYSTEM1.TXT,0.04906,0.07686,0.05989,3

ROUGE-L+StopWordRemoval,32134,SYSTEM1.TXT,0.14111,0.29783,0.19150,3

ROUGE-SU4+StopWordRemoval,32134,SYSTEM1.TXT,0.08772,0.13870,0.10747,3

ROUGE-1+StopWordRemoval,31165,SYSTEM1.TXT,0.23771,0.49639,0.32147,3

ROUGE-2+StopWordRemoval,31165,SYSTEM1.TXT,0.07078,0.15129,0.09644,3

ROUGE-L+StopWordRemoval,31165,SYSTEM1.TXT,0.19688,0.36770,0.25645,3

ROUGE-SU4+StopWordRemoval,31165,SYSTEM1.TXT,0.12997,0.22995,0.16607,3

ROUGE-1+StopWordRemoval,31604,SYSTEM1.TXT,0.21657,0.32010,0.25835,3

ROUGE-2+StopWordRemoval,31604,SYSTEM1.TXT,0.05842,0.07554,0.06589,3

ROUGE-L+StopWordRemoval,31604,SYSTEM1.TXT,0.17851,0.20216,0.18960,3

ROUGE-SU4+StopWordRemoval,31604,SYSTEM1.TXT,0.10764,0.13566,0.12004,3

ROUGE-1+StopWordRemoval,31846,SYSTEM1.TXT,0.23705,0.39697,0.29684,3

ROUGE-2+StopWordRemoval,31846,SYSTEM1.TXT,0.06556,0.10427,0.08051,3

ROUGE-L+StopWordRemoval,31846,SYSTEM1.TXT,0.24426,0.35468,0.28929,3

ROUGE-SU4+StopWordRemoval,31846,SYSTEM1.TXT,0.11925,0.17486,0.14180,3

ROUGE-1+StopWordRemoval,32936,SYSTEM1.TXT,0.21610,0.40278,0.28128,4

ROUGE-2+StopWordRemoval,32936,SYSTEM1.TXT,0.06614,0.16065,0.09370,4

ROUGE-L+StopWordRemoval,32936,SYSTEM1.TXT,0.17735,0.26628,0.21290,4

ROUGE-SU4+StopWordRemoval,32936,SYSTEM1.TXT,0.12200,0.21097,0.15460,4

ROUGE-1+StopWordRemoval,31969,SYSTEM1.TXT,0.17642,0.38009,0.24099,3

ROUGE-2+StopWordRemoval,31969,SYSTEM1.TXT,0.03485,0.09851,0.05148,3

ROUGE-L+StopWordRemoval,31969,SYSTEM1.TXT,0.16403,0.28442,0.20807,3

ROUGE-SU4+StopWordRemoval,31969,SYSTEM1.TXT,0.07090,0.16876,0.09986,3

ROUGE-1+StopWordRemoval,31601,SYSTEM1.TXT,0.27761,0.43813,0.33987,4

ROUGE-2+StopWordRemoval,31601,SYSTEM1.TXT,0.13296,0.17786,0.15217,4

ROUGE-L+StopWordRemoval,31601,SYSTEM1.TXT,0.15936,0.25571,0.19636,4

ROUGE-SU4+StopWordRemoval,31601,SYSTEM1.TXT,0.17253,0.22602,0.19568,4

ROUGE-1+StopWordRemoval,31843,SYSTEM1.TXT,0.24117,0.46633,0.31792,3

ROUGE-2+StopWordRemoval,31843,SYSTEM1.TXT,0.07184,0.15318,0.09780,3

ROUGE-L+StopWordRemoval,31843,SYSTEM1.TXT,0.21311,0.34752,0.26420,3

ROUGE-SU4+StopWordRemoval,31843,SYSTEM1.TXT,0.13663,0.24098,0.17439,3

ROUGE-1+StopWordRemoval,30874,SYSTEM1.TXT,0.29216,0.44336,0.35222,5

ROUGE-2+StopWordRemoval,30874,SYSTEM1.TXT,0.14908,0.16552,0.15687,5

ROUGE-L+StopWordRemoval,30874,SYSTEM1.TXT,0.18338,0.27345,0.21953,5

ROUGE-SU4+StopWordRemoval,30874,SYSTEM1.TXT,0.20740,0.22941,0.21785,5

ROUGE-1+StopWordRemoval,32810,SYSTEM1.TXT,0.23568,0.48579,0.31738,4

ROUGE-2+StopWordRemoval,32810,SYSTEM1.TXT,0.09573,0.16235,0.12044,4

ROUGE-L+StopWordRemoval,32810,SYSTEM1.TXT,0.17821,0.33514,0.23269,4

ROUGE-SU4+StopWordRemoval,32810,SYSTEM1.TXT,0.13318,0.20938,0.16280,4

ROUGE-1+StopWordRemoval,32139,SYSTEM1.TXT,0.27488,0.51704,0.35894,3

ROUGE-2+StopWordRemoval,32139,SYSTEM1.TXT,0.12230,0.21126,0.15492,3

ROUGE-L+StopWordRemoval,32139,SYSTEM1.TXT,0.22120,0.35346,0.27211,3

ROUGE-SU4+StopWordRemoval,32139,SYSTEM1.TXT,0.17681,0.26198,0.21113,3

ROUGE-1+StopWordRemoval,31844,SYSTEM1.TXT,0.34999,0.42790,0.38504,3

ROUGE-2+StopWordRemoval,31844,SYSTEM1.TXT,0.11328,0.13359,0.12260,3

ROUGE-L+StopWordRemoval,31844,SYSTEM1.TXT,0.26783,0.28458,0.27596,3

ROUGE-SU4+StopWordRemoval,31844,SYSTEM1.TXT,0.19429,0.19704,0.19566,3

ROUGE-1+StopWordRemoval,31828,SYSTEM1.TXT,0.29139,0.48162,0.36310,3

ROUGE-2+StopWordRemoval,31828,SYSTEM1.TXT,0.10230,0.19656,0.13456,3

ROUGE-L+StopWordRemoval,31828,SYSTEM1.TXT,0.27525,0.33333,0.30152,3

ROUGE-SU4+StopWordRemoval,31828,SYSTEM1.TXT,0.15572,0.24858,0.19148,3

ROUGE-1+StopWordRemoval,32482,SYSTEM1.TXT,0.34280,0.27682,0.30630,3

ROUGE-2+StopWordRemoval,32482,SYSTEM1.TXT,0.10906,0.08904,0.09804,3

ROUGE-L+StopWordRemoval,32482,SYSTEM1.TXT,0.23937,0.25897,0.24879,3

ROUGE-SU4+StopWordRemoval,32482,SYSTEM1.TXT,0.16463,0.13198,0.14651,3

ROUGE-1+StopWordRemoval,32480,SYSTEM1.TXT,0.26529,0.21372,0.23673,4

ROUGE-2+StopWordRemoval,32480,SYSTEM1.TXT,0.10792,0.06074,0.07773,4

ROUGE-L+StopWordRemoval,32480,SYSTEM1.TXT,0.13549,0.19630,0.16032,4

ROUGE-SU4+StopWordRemoval,32480,SYSTEM1.TXT,0.15892,0.09729,0.12069,4

ROUGE-1+StopWordRemoval,31271,SYSTEM1.TXT,0.34938,0.43417,0.38719,3

ROUGE-2+StopWordRemoval,31271,SYSTEM1.TXT,0.11117,0.14356,0.12530,3

ROUGE-L+StopWordRemoval,31271,SYSTEM1.TXT,0.25599,0.30604,0.27879,3

ROUGE-SU4+StopWordRemoval,31271,SYSTEM1.TXT,0.17769,0.19752,0.18708,3

ROUGE-1+StopWordRemoval,31399,SYSTEM1.TXT,0.19073,0.38877,0.25591,3

ROUGE-2+StopWordRemoval,31399,SYSTEM1.TXT,0.06783,0.12888,0.08888,3

ROUGE-L+StopWordRemoval,31399,SYSTEM1.TXT,0.20178,0.30627,0.24328,3

ROUGE-SU4+StopWordRemoval,31399,SYSTEM1.TXT,0.10072,0.19574,0.13300,3

ROUGE-1+StopWordRemoval,31036,SYSTEM1.TXT,0.17124,0.52806,0.25861,3

ROUGE-2+StopWordRemoval,31036,SYSTEM1.TXT,0.04934,0.14717,0.07390,3

